vcpu,ram_gb,nodes,dataset,task,target_cost,target_runtime,instance_type
4,4.0,3,buzz,logistic_regression,0.0140755173679685,155.06794500350952,e2-highcpu-4
4,3.6,3,creditcard,quantile_transformer,0.001067287628889,8.199392795562744,n1-highcpu-4
4,26.0,4,creditcard,polynomial_features,0.008716184073925,30.10194039344788,n1-highmem-4
2,8.0,2,buzz,polynomial_features,0.0026404488915284,64.42738246917725,e2-standard-2
4,4.0,3,creditcard,linear_regression,0.0069841896107983,76.94380974769592,e2-highcpu-4
4,15.0,2,buzz,quantile_transformer,0.0044539059097501,38.32232618331909,n1-standard-4
2,8.0,3,santander,xgboost,0.0075722848841071,123.176655292511,e2-standard-2
2,7.5,3,santander,standard_scaler,0.0020580368498961,23.610365390777588,n1-standard-2
4,16.0,4,creditcard,logistic_regression,0.0048784418530782,29.75869369506836,e2-standard-4
2,13.0,5,santander,naive_bayes,0.0037042726279298,20.46873593330384,n1-highmem-2
4,4.0,4,buzz,standard_scaler,0.0007947135210323,6.566433191299439,e2-highcpu-4
2,2.0,5,buzz,quantile_transformer,0.0016714660547037,22.097160577774048,e2-highcpu-2
2,13.0,5,buzz,linear_regression,0.0459225301591555,253.75457954406733,n1-highmem-2
2,16.0,4,buzz,standard_scaler,0.000688878613215,6.230186223983765,e2-highmem-2
4,15.0,4,buzz,naive_bayes,0.0013246326405207,5.698706388473511,n1-standard-4
2,7.5,4,creditcard,polynomial_features,0.0040410319783952,34.76987361907959,n1-standard-2
2,16.0,2,creditcard,poisson_regression,0.0068760855325004,124.3739972114563,e2-highmem-2
2,8.0,3,buzz,logistic_regression,0.0121698147234678,197.9636392593384,e2-standard-2
2,7.5,2,creditcard,polynomial_features,0.0022658214966191,38.99119210243225,n1-standard-2
4,3.6,4,buzz,xgboost,0.004930635266304,28.409550189971924,n1-highcpu-4
2,8.0,4,creditcard,standard_scaler,0.0005472925705432,6.677013874053955,e2-standard-2
4,4.0,2,creditcard,quantile_transformer,0.000827682370696,13.677685976028442,e2-highcpu-4
4,32.0,4,creditcard,xgboost,0.0031715385536723,14.341623783111572,e2-highmem-4
2,16.0,4,creditcard,linear_regression,0.007216965585246,65.2699019908905,e2-highmem-2
2,8.0,2,creditcard,xgboost,0.0011673225590586,28.482860326766968,e2-standard-2
4,26.0,3,santander,poisson_regression,0.098278177591602,452.5472490787506,n1-highmem-4
4,15.0,5,creditcard,kmeans,0.0044361151123046,15.2677001953125,n1-standard-4
2,16.0,5,buzz,standard_scaler,0.0009803488311853,7.0929834842681885,e2-highmem-2
4,3.6,5,santander,standard_scaler,0.0042795121257172,19.72630429267884,n1-highcpu-4
2,13.0,5,creditcard,standard_scaler,0.0015976884601513,8.828362941741943,n1-highmem-2
4,3.6,2,creditcard,naive_bayes,0.0004730400436719,5.451165676116943,n1-highcpu-4
4,3.6,3,santander,naive_bayes,0.002440488977313,18.7489550113678,n1-highcpu-4
4,3.6,3,buzz,linear_regression,0.0589771970821221,453.0898623466492,n1-highcpu-4
2,13.0,5,creditcard,spectral_clustering,0.0143074087926414,79.05859041213989,n1-highmem-2
2,7.5,5,buzz,xgboost,0.0079824606056345,54.94619154930115,n1-standard-2
2,13.0,3,creditcard,standard_scaler,0.000687330420653,6.329980850219727,n1-highmem-2
4,26.0,5,buzz,linear_regression,0.1705429989329974,471.1855688095093,n1-highmem-4
2,1.8,3,creditcard,naive_bayes,0.0004927329973975,7.570801496505737,n1-highcpu-2
2,2.0,4,santander,naive_bayes,0.001128844361248,18.65447330474853,e2-highcpu-2
2,16.0,4,creditcard,logistic_regression,0.0047469890299171,42.93154859542847,e2-highmem-2
4,15.0,2,creditcard,logistic_regression,0.0085889780717425,73.9013409614563,n1-standard-4
4,16.0,5,santander,quantile_transformer,0.0117606223214467,57.39221954345703,e2-standard-4
4,16.0,2,creditcard,linear_regression,0.0098339427935997,119.97490191459656,e2-standard-4
4,4.0,3,santander,linear_regression,0.0094676734434008,104.30399298667908,e2-highcpu-4
2,2.0,4,creditcard,naive_bayes,0.0004412168311643,7.29123330116272,e2-highcpu-2
2,7.5,5,creditcard,spectral_clustering,0.0105836502762635,72.85113000869751,n1-standard-2
4,32.0,2,creditcard,logistic_regression,0.0090815684021647,82.13328337669373,e2-highmem-4
2,1.8,5,buzz,naive_bayes,0.0005231487212247,4.8228819370269775,n1-highcpu-2
4,15.0,3,santander,logistic_regression,0.0293487712543805,168.34859228134155,n1-standard-4
2,1.8,2,santander,quantile_transformer,0.0046656214760012,107.53032851219176,n1-highcpu-2
4,15.0,5,buzz,kmeans,0.0078036881975332,26.857817888259888,n1-standard-4
2,13.0,3,santander,quantile_transformer,0.0093197949164509,85.83080506324768,n1-highmem-2
4,32.0,4,creditcard,linear_regression,0.0107359680738258,48.54779863357544,e2-highmem-4
4,32.0,5,buzz,xgboost,0.0065454672852542,23.67876100540161,e2-highmem-4
2,13.0,4,santander,naive_bayes,0.0020902141859796,14.43739652633667,n1-highmem-2
4,26.0,3,santander,naive_bayes,0.0048805326242446,22.47367286682129,n1-highmem-4
4,26.0,2,santander,logistic_regression,0.0423864103325472,292.7687590122223,n1-highmem-4
4,26.0,3,buzz,kmeans,0.0073871114135185,34.015862226486206,n1-highmem-4
4,4.0,4,creditcard,linear_regression,0.0057653453391615,47.63698363304138,e2-highcpu-4
2,13.0,2,creditcard,quantile_transformer,0.0012365509362618,17.082054376602173,n1-highmem-2
4,4.0,4,santander,naive_bayes,0.0021824502179718,18.032804489135746,e2-highcpu-4
2,1.8,3,buzz,logistic_regression,0.0153332104557752,235.5935025215149,n1-highcpu-2
2,2.0,3,santander,quantile_transformer,0.0038480609896302,84.7870659828186,e2-highcpu-2
4,32.0,3,buzz,standard_scaler,0.0013463723860645,8.11768627166748,e2-highmem-4
2,7.5,3,buzz,poisson_regression,0.0075211309305826,86.28448486328125,n1-standard-2
4,26.0,5,buzz,poisson_regression,0.024654110415048,68.11573100090027,n1-highmem-4
2,1.8,5,buzz,standard_scaler,0.0008088165618975,7.45643949508667,n1-highcpu-2
2,7.5,3,buzz,kmeans,0.0028531059877872,32.73161745071411,n1-standard-2
4,16.0,4,creditcard,polynomial_features,0.0041258106568813,25.1676127910614,e2-standard-4
4,32.0,4,santander,naive_bayes,0.0015212198307726,6.878920793533325,e2-highmem-4
4,4.0,2,santander,quantile_transformer,0.0053097103107865,87.744469165802,e2-highcpu-4
2,7.5,4,buzz,standard_scaler,0.0010813527972433,9.304182767868042,n1-standard-2
4,32.0,3,santander,polynomial_features,0.0781180443864306,470.9973132610321,e2-highmem-4
2,16.0,4,santander,xgboost,0.0104793217318275,94.7744996547699,e2-highmem-2
2,16.0,3,creditcard,naive_bayes,0.0006141871581121,7.406240224838257,e2-highmem-2
4,15.0,4,creditcard,spectral_clustering,0.0149279395710627,64.22153735160828,n1-standard-4
2,2.0,3,buzz,poisson_regression,0.0038817585003304,85.52954721450806,e2-highcpu-2
4,32.0,3,creditcard,quantile_transformer,0.002246947682205,13.547527074813845,e2-highmem-4
4,4.0,5,santander,quantile_transformer,0.0087770484264492,58.0172860622406,e2-highcpu-4
2,16.0,5,creditcard,poisson_regression,0.0093660217848539,67.76469326019287,e2-highmem-2
2,1.8,4,creditcard,kmeans,0.0016842897644837,19.40922904014588,n1-highcpu-2
4,26.0,4,buzz,logistic_regression,0.037162630162292,128.34369587898254,n1-highmem-4
2,16.0,3,buzz,polynomial_features,0.0065336989125661,78.78729319572449,e2-highmem-2
4,4.0,4,santander,standard_scaler,0.0029430795135148,24.31761193275452,e2-highcpu-4
4,16.0,3,creditcard,polynomial_features,0.0029039501235008,23.61895179748535,e2-standard-4
2,1.8,4,creditcard,linear_regression,0.0053103169265323,61.19443321228027,n1-highcpu-2
2,1.8,4,santander,quantile_transformer,0.0067597940440707,77.89775466918945,n1-highcpu-2
2,8.0,2,buzz,quantile_transformer,0.0012829391162792,31.3039231300354,e2-standard-2
2,8.0,3,santander,logistic_regression,0.0165423485785186,269.0906641483307,e2-standard-2
4,16.0,2,santander,linear_regression,0.0126932513486544,154.85869884490967,e2-standard-4
4,26.0,3,santander,logistic_regression,0.0353390140604575,162.7276165485382,n1-highmem-4
4,15.0,5,buzz,naive_bayes,0.0019721409564548,6.787483215332031,n1-standard-4
2,1.8,5,santander,standard_scaler,0.0033686525057752,31.055439233779907,n1-highcpu-2
4,15.0,4,creditcard,naive_bayes,0.0011142479802237,4.793609857559204,n1-standard-4
2,13.0,2,santander,xgboost,0.0138647945221132,191.53208088874817,n1-highmem-2
2,7.5,2,santander,linear_regression,0.0131873221741517,226.9328863620758,n1-standard-2
2,1.8,3,buzz,kmeans,0.003077378123184,47.28365874290466,n1-highcpu-2
4,32.0,4,buzz,quantile_transformer,0.0041106197418551,18.58812713623047,e2-highmem-4
4,32.0,5,creditcard,quantile_transformer,0.0023382664206729,8.458869218826294,e2-highmem-4
4,3.6,5,creditcard,logistic_regression,0.0056736237372954,26.152426958084103,n1-highcpu-4
2,8.0,5,santander,logistic_regression,0.0154657934584518,150.9471504688263,e2-standard-2
4,4.0,4,creditcard,kmeans,0.0015608538341522,12.89677619934082,e2-highcpu-4
2,2.0,3,buzz,xgboost,0.0020537994095087,45.25282382965088,e2-highcpu-2
2,16.0,4,buzz,quantile_transformer,0.0021212503452163,19.184489727020264,e2-highmem-2
2,1.8,4,creditcard,standard_scaler,0.0006420553028318,7.3988447189331055,n1-highcpu-2
4,32.0,3,buzz,quantile_transformer,0.0039968184694957,24.09802722930908,e2-highmem-4
2,16.0,5,buzz,quantile_transformer,0.0025489906149559,18.4423623085022,e2-highmem-2
4,3.6,2,santander,naive_bayes,0.0017599744881788,20.28139615058899,n1-highcpu-4
4,4.0,3,creditcard,logistic_regression,0.0037999857652926,41.86389517784119,e2-highcpu-4
4,32.0,2,creditcard,standard_scaler,0.0006140105247333,5.553082704544067,e2-highmem-4
4,16.0,3,buzz,standard_scaler,0.0008928667797088,7.262031555175781,e2-standard-4
2,1.8,5,buzz,kmeans,0.0040167032394806,37.02978658676148,n1-highcpu-2
4,4.0,5,creditcard,naive_bayes,0.0009396410848498,6.211134195327759,e2-highcpu-4
2,16.0,4,buzz,logistic_regression,0.0161131996039538,145.72702980041504,e2-highmem-2
2,7.5,2,creditcard,quantile_transformer,0.0010521810278892,18.10636568069458,n1-standard-2
4,4.0,3,santander,naive_bayes,0.0008739159459233,9.627805948257446,e2-highcpu-4
2,7.5,4,santander,standard_scaler,0.0031636748257742,27.22091150283813,n1-standard-2
2,7.5,5,buzz,naive_bayes,0.0009559201465712,6.579947471618652,n1-standard-2
4,16.0,5,creditcard,linear_regression,0.0092691050777037,45.23353433609009,e2-standard-4
4,15.0,5,buzz,logistic_regression,0.031789160548581,109.4082007408142,n1-standard-4
2,2.0,2,creditcard,spectral_clustering,0.0042094503676207,139.12472295761108,e2-highcpu-2
2,7.5,5,creditcard,poisson_regression,0.0070504557985067,48.5308620929718,n1-standard-2
2,16.0,2,buzz,naive_bayes,0.0003142935031615,5.684911727905273,e2-highmem-2
4,3.6,4,creditcard,naive_bayes,0.0007947486257553,4.579217433929443,n1-highcpu-4
4,3.6,3,buzz,quantile_transformer,0.0027428427693049,21.071775436401367,n1-highcpu-4
2,2.0,5,creditcard,spectral_clustering,0.0058069737059434,76.76951026916504,e2-highcpu-2
4,26.0,4,buzz,naive_bayes,0.001488185523192,5.139550924301148,n1-highmem-4
4,16.0,5,santander,standard_scaler,0.004509454704682,22.00628566741944,e2-standard-4
2,8.0,3,santander,standard_scaler,0.0012104588759779,19.69026231765747,e2-standard-2
4,4.0,3,creditcard,quantile_transformer,0.0010303009308648,11.350676774978638,e2-highcpu-4
4,4.0,5,creditcard,polynomial_features,0.0039809894372979,26.314791917800903,e2-highcpu-4
2,2.0,2,buzz,kmeans,0.0015868975761787,52.44786524772644,e2-highcpu-2
2,8.0,4,santander,xgboost,0.0083637168135801,102.03802537918092,e2-standard-2
2,16.0,4,santander,logistic_regression,0.0204020063549253,184.514799118042,e2-highmem-2
4,26.0,4,creditcard,naive_bayes,0.0024058995805316,8.308939456939697,n1-highmem-4
2,2.0,4,creditcard,spectral_clustering,0.0060361010065587,99.74828147888184,e2-highcpu-2
2,13.0,3,creditcard,kmeans,0.0016369070358673,15.075122356414797,n1-highmem-2
2,13.0,3,santander,standard_scaler,0.0029259698710441,26.94676780700684,n1-highmem-2
4,16.0,5,creditcard,polynomial_features,0.0049251796735922,24.03503704071045,e2-standard-4
4,4.0,3,creditcard,naive_bayes,0.000348007472248,3.833948135375977,e2-highcpu-4
4,15.0,2,creditcard,polynomial_features,0.00302364163208,26.016036987304688,n1-standard-4
4,15.0,4,creditcard,polynomial_features,0.0062530701918072,26.90135359764099,n1-standard-4
4,15.0,3,santander,standard_scaler,0.0038740430024464,22.222043991088867,n1-standard-4
4,32.0,4,buzz,naive_bayes,0.0010542117484781,4.767121076583862,e2-highmem-4
4,15.0,3,santander,xgboost,0.0128907105607191,73.94289040565491,n1-standard-4
4,15.0,2,buzz,xgboost,0.004140204383903,35.6231734752655,n1-standard-4
2,1.8,4,santander,logistic_regression,0.0171761958481205,197.93311476707456,n1-highcpu-2
2,13.0,5,santander,poisson_regression,0.0719749593893687,397.7127456665039,n1-highmem-2
4,26.0,4,santander,polynomial_features,0.1377031067659589,475.5671377182007,n1-highmem-4
4,32.0,5,buzz,logistic_regression,0.0302180009637806,109.31607961654665,e2-highmem-4
2,13.0,2,creditcard,spectral_clustering,0.0085039119325346,117.4753758907318,n1-highmem-2
4,32.0,3,buzz,logistic_regression,0.029151923414487,175.76576209068298,e2-highmem-4
2,8.0,2,creditcard,poisson_regression,0.0057274338192423,139.75031685829163,e2-standard-2
2,7.5,5,santander,kmeans,0.0135143348836236,93.02410244941711,n1-standard-2
4,16.0,4,creditcard,naive_bayes,0.0008592592081705,5.24151611328125,e2-standard-4
4,16.0,4,santander,standard_scaler,0.003506586937952,21.39032292366028,e2-standard-4
2,16.0,4,creditcard,poisson_regression,0.0069135805525265,62.52610182762146,e2-highmem-2
2,16.0,2,creditcard,xgboost,0.0014885978911097,26.92562055587769,e2-highmem-2
2,2.0,5,buzz,standard_scaler,0.0007577695155839,10.017884969711304,e2-highcpu-2
2,1.8,4,creditcard,polynomial_features,0.0029437490744855,33.922844648361206,n1-highcpu-2
4,15.0,3,buzz,kmeans,0.0049250921927293,28.251006841659542,n1-standard-4
2,16.0,3,creditcard,poisson_regression,0.0067314320154476,81.17167854309082,e2-highmem-2
4,15.0,5,creditcard,quantile_transformer,0.0023320241804917,8.026087045669556,n1-standard-4
2,2.0,4,creditcard,poisson_regression,0.0048328728116337,79.86459422111511,e2-highcpu-2
4,4.0,4,buzz,xgboost,0.0035186278092988,29.073161363601685,e2-highcpu-4
2,1.8,5,buzz,quantile_transformer,0.0018895018875267,17.41922354698181,n1-highcpu-2
2,8.0,4,santander,poisson_regression,0.0381434467538992,465.3531527519226,e2-standard-2
4,15.0,2,santander,standard_scaler,0.0022046458353996,18.9692280292511,n1-standard-4
4,15.0,3,buzz,linear_regression,0.0700724769941171,401.9453747272492,n1-standard-4
2,8.0,3,buzz,quantile_transformer,0.0015021317867815,24.434839963912964,e2-standard-2
4,4.0,5,buzz,naive_bayes,0.0008852348630189,5.851502895355225,e2-highcpu-4
2,1.8,3,creditcard,kmeans,0.0014559247263471,22.37016224861145,n1-highcpu-2
2,2.0,4,buzz,logistic_regression,0.0099282583244117,164.06728529930115,e2-highcpu-2
4,3.6,4,buzz,kmeans,0.0054165827447043,31.209503650665283,n1-highcpu-4
4,26.0,3,buzz,polynomial_features,0.0098736907784938,45.46595907211304,n1-highmem-4
2,1.8,4,creditcard,quantile_transformer,0.0009935695600774,11.44958519935608,n1-highcpu-2
2,8.0,5,creditcard,quantile_transformer,0.0009737515608867,9.503878593444824,e2-standard-2
2,16.0,3,buzz,xgboost,0.003741537768917,45.11772537231445,e2-highmem-2
2,8.0,5,creditcard,naive_bayes,0.000528590619117,5.15907883644104,e2-standard-2
4,3.6,5,creditcard,standard_scaler,0.00141142716825,6.505938291549683,n1-highcpu-4
2,2.0,3,creditcard,kmeans,0.0011162200436854,24.594470500946045,e2-highcpu-2
2,1.8,5,santander,linear_regression,0.0115601379536588,106.57233452796936,n1-highcpu-2
4,4.0,2,santander,linear_regression,0.0101911004054482,168.41082525253296,e2-highcpu-4
2,2.0,2,creditcard,logistic_regression,0.0028577691836086,94.45089292526244,e2-highcpu-2
4,16.0,3,buzz,xgboost,0.0033496220348954,27.24377417564392,e2-standard-4
2,16.0,4,creditcard,standard_scaler,0.0009968475328848,9.015442848205566,e2-highmem-2
2,7.5,2,santander,logistic_regression,0.0269284877509011,463.396538734436,n1-standard-2
2,1.8,2,buzz,logistic_regression,0.0159201548257933,366.91778087615967,n1-highcpu-2
4,32.0,5,creditcard,logistic_regression,0.0077036692416111,27.868650913238525,e2-highmem-4
4,26.0,5,santander,logistic_regression,0.0387714066953129,107.11977291107178,n1-highmem-4
4,15.0,2,santander,xgboost,0.0126775411612192,109.08018207550047,n1-standard-4
2,2.0,5,creditcard,polynomial_features,0.0031183227777342,41.22493481636048,e2-highcpu-2
4,26.0,2,santander,quantile_transformer,0.0134069832938247,92.60387539863586,n1-highmem-4
2,8.0,4,creditcard,linear_regression,0.0070715469340721,86.2734477519989,e2-standard-2
4,26.0,4,creditcard,quantile_transformer,0.0033447714765866,11.551398038864136,n1-highmem-4
2,13.0,5,buzz,standard_scaler,0.0016791257961922,9.278362035751345,n1-highmem-2
2,7.5,5,santander,xgboost,0.0117411747621165,80.81879377365112,n1-standard-2
4,15.0,3,santander,quantile_transformer,0.0116327258270581,66.72691679000854,n1-standard-4
2,2.0,4,creditcard,quantile_transformer,0.0009901061024173,16.36178421974182,e2-highcpu-2
2,2.0,5,creditcard,quantile_transformer,0.0008446629573543,11.166635990142822,e2-highcpu-2
2,2.0,3,santander,standard_scaler,0.0016969759069836,37.39067769050598,e2-highcpu-2
4,32.0,2,buzz,quantile_transformer,0.0040776924487463,36.8784613609314,e2-highmem-4
4,26.0,2,creditcard,spectral_clustering,0.0158012949677573,109.14171504974364,n1-highmem-4
2,16.0,2,santander,naive_bayes,0.0011606156932293,20.993108987808228,e2-highmem-2
2,2.0,5,buzz,logistic_regression,0.0098562577302714,130.30196404457092,e2-highcpu-2
2,2.0,5,buzz,xgboost,0.0028552195156117,37.74664998054504,e2-highcpu-2
2,1.8,3,creditcard,quantile_transformer,0.000956594007949,14.69798731803894,n1-highcpu-2
2,2.0,4,buzz,quantile_transformer,0.0014157975553671,23.396456241607662,e2-highcpu-2
2,16.0,5,creditcard,quantile_transformer,0.0016330115384393,11.815104484558104,e2-highmem-2
2,1.8,3,creditcard,polynomial_features,0.0031031555706262,47.67972707748413,n1-highcpu-2
4,16.0,3,creditcard,standard_scaler,0.0011896365718483,9.675775289535522,e2-standard-4
2,7.5,4,santander,quantile_transformer,0.0080612190141677,69.36039304733276,n1-standard-2
4,3.6,4,creditcard,quantile_transformer,0.0015834880052672,9.123810529708862,n1-highcpu-4
4,26.0,2,buzz,xgboost,0.004741224212461,32.748286962509155,n1-highmem-4
4,16.0,4,santander,linear_regression,0.0110231921234925,67.24192023277283,e2-standard-4
4,26.0,3,santander,kmeans,0.0203885376859903,93.88428711891174,n1-highmem-4
2,16.0,3,buzz,kmeans,0.0027333211716965,32.96003985404968,e2-highmem-2
4,4.0,3,creditcard,polynomial_features,0.0021533313691115,23.722941160202023,e2-highcpu-4
4,15.0,3,creditcard,kmeans,0.0023504923652807,13.482747793197632,n1-standard-4
2,1.8,2,buzz,standard_scaler,0.0004512109213537,10.399227380752563,n1-highcpu-2
2,13.0,2,buzz,poisson_regression,0.0112838213993973,155.87780904769895,n1-highmem-2
2,8.0,2,creditcard,quantile_transformer,0.0006133453330834,14.965725898742676,e2-standard-2
4,15.0,5,santander,logistic_regression,0.0267809165101581,92.17141437530518,n1-standard-4
4,3.6,3,buzz,poisson_regression,0.0091397313776413,70.21560597419739,n1-highcpu-4
2,8.0,2,santander,naive_bayes,0.0004112655843138,10.034947156906128,e2-standard-2
4,3.6,4,buzz,logistic_regression,0.0229310912529627,132.12536573410034,n1-highcpu-4
4,4.0,4,santander,poisson_regression,0.0559468657919947,462.2689142227173,e2-highcpu-4
2,13.0,2,santander,naive_bayes,0.0012854215099546,17.757165908813477,n1-highmem-2
2,7.5,3,buzz,standard_scaler,0.0007352046296199,8.434469938278198,n1-standard-2
2,13.0,5,santander,xgboost,0.0134571427502565,74.36026692390442,n1-highmem-2
2,7.5,5,buzz,logistic_regression,0.0273095130954186,187.9813520908356,n1-standard-2
2,13.0,3,creditcard,polynomial_features,0.0039693751804232,36.556026220321655,n1-highmem-2
4,4.0,2,creditcard,standard_scaler,0.0003145001304642,5.197203874588013,e2-highcpu-4
2,13.0,3,santander,naive_bayes,0.0023217024239699,21.38175678253174,n1-highmem-2
4,4.0,2,buzz,naive_bayes,0.0003185674166758,5.264416933059692,e2-highcpu-4
4,32.0,3,creditcard,spectral_clustering,0.0129699039109818,78.19947290420532,e2-highmem-4
4,32.0,5,santander,kmeans,0.0180700711478392,65.3699541091919,e2-highmem-4
2,7.5,2,creditcard,linear_regression,0.0078862700441943,135.71019196510315,n1-standard-2
2,13.0,5,creditcard,poisson_regression,0.0128992243407501,71.27737164497375,n1-highmem-2
4,32.0,3,buzz,kmeans,0.0050729447122057,30.586317777633667,e2-highmem-4
2,8.0,2,creditcard,logistic_regression,0.0035703653782924,87.11749601364136,e2-standard-2
4,32.0,4,santander,quantile_transformer,0.0100803846383211,45.58326554298401,e2-highmem-4
4,32.0,5,buzz,polynomial_features,0.0114843395454168,41.545533657073975,e2-highmem-4
4,15.0,5,santander,logistic_regression,0.0293402345417605,100.97977471351624,n1-standard-4
2,1.8,3,creditcard,poisson_regression,0.0054067160361607,83.0737419128418,n1-highcpu-2
2,7.5,3,santander,kmeans,0.0097817107872565,112.21847939491272,n1-standard-2
4,3.6,5,santander,linear_regression,0.0352913559732834,162.67462420463562,n1-highcpu-4
2,13.0,5,santander,standard_scaler,0.0048992455302675,27.07180953025818,n1-highmem-2
2,7.5,2,buzz,naive_bayes,0.0002818411001099,4.850038051605225,n1-standard-2
4,15.0,5,santander,kmeans,0.0233333628941906,80.3060290813446,n1-standard-4
4,16.0,2,santander,logistic_regression,0.0253967424920479,309.8423240184784,e2-standard-4
2,1.8,4,buzz,quantile_transformer,0.0018954330777062,21.842378616333008,n1-highcpu-2
4,32.0,5,santander,logistic_regression,0.0247517150506099,89.54134511947632,e2-highmem-4
2,8.0,2,santander,xgboost,0.0076345575061917,186.2844450473785,e2-standard-2
2,2.0,2,creditcard,standard_scaler,0.0002871747428544,9.491288185119627,e2-highcpu-2
2,8.0,5,santander,xgboost,0.0080229987725317,78.30499005317688,e2-standard-2
